galaxyID,x,y,z,mag_r
2004152000000,48.349625,34.498173,18.682428,-15.564394
2004153000000,50.193333,41.28734,19.745394,-14.788295
2004155000000,58.84277,38.550014,20.078485,-15.811376
2004159000000,55.67904,39.669266,22.979605,-15.408399
2004161000000,51.06763,62.437653,21.692009,-14.848918
2004162000000,51.141003,58.640358,19.755236,-15.813536
2004164000000,57.321167,58.971855,23.22713,-15.578538
2004165000000,56.167534,62.43296,20.406507,-15.339477
2004169000000,58.001633,59.687267,14.333729,-15.530328
2004170000000,55.507107,60.804256,6.138972,-15.205012
2004172000000,51.294018,61.097855,8.182068,-15.923265
2004175000000,51.000374,55.949196,5.922035,-16.014729
2004176000000,57.938816,59.643658,3.7375598,-13.442547
2004178000000,49.98201,39.31582,10.368244,-15.190204
2004180000000,53.599533,35.14577,17.57002,-15.928657
2004181000000,56.7146,32.241375,16.06255,-15.498116
2004184000000,51.128864,40.346,1.3801193,-13.924104
2004185000000,48.27931,53.783737,31.0148,-15.508421
2004187000000,53.802654,37.034325,26.67873,-14.496777
2004196000000,32.36049,60.22244,28.297607,-16.169691
2004198000000,59.239155,39.198124,9.072623,-16.12732
2004199000000,62.10646,36.68322,7.9315066,-16.55222
2004202000000,61.263145,52.52956,8.112495,-15.951675
2004205000000,61.446316,52.0365,16.89704,-16.086714
2004206000000,59.026443,54.9289,22.295511,-15.206684
2004207000000,55.704678,51.702766,28.937277,-14.566696
2004210000000,31.39949,42.17928,26.369455,-15.858408
2004212000000,31.743134,40.63806,30.303255,-15.156695
2004213000000,31.432934,41.65306,31.186438,-14.527537
2004215000000,31.55522,50.8411,30.38766,-15.591669
2004222000000,35.52759,57.182774,8.501633,-13.727324
2004225000000,31.812635,45.04018,8.468537,-16.132528
2004226000000,32.661793,42.22913,19.889322,-13.545154
2004230000000,48.715515,33.405663,7.0600085,-14.964726
2004232000000,44.395615,32.84401,16.790472,-17.18043
2004234000000,44.89088,32.81756,18.07149,-15.796458
2004238000000,40.409245,44.894917,22.240437,-14.680313
2004243000000,37.744965,36.59045,7.489267,-16.62367
2004244000000,39.06377,36.4099,10.140323,-16.762781
2004245000000,37.182274,52.533768,2.3688931,-16.332838
2004248000000,36.75123,57.52962,12.479179,-16.85871
2004250000000,47.421432,51.746227,5.12436,-15.472338
2004252000000,46.798855,50.34381,8.451411,-12.261248
2004254000000,44.115612,49.615284,19.414274,-15.47936
2004256000000,39.29651,59.333508,17.195812,-16.337172
2004258000000,34.47223,59.554127,17.184723,-14.724025
2004259000000,34.250183,60.060352,19.276644,-16.335737
2004262000000,39.530594,52.284218,24.7354,-14.858753
2004263000000,40.96842,53.078445,26.662529,-13.595502
2004266000000,38.978073,54.080353,27.042349,-15.300292
2004267000000,34.871597,61.226616,30.260464,-15.373087
2004268000000,34.27597,61.28029,30.112734,-16.521
2004269000000,35.219284,48.75351,26.289171,-17.560965
2004271000000,37.015408,45.695335,23.569239,-16.794964
2004274000000,40.941284,33.20724,18.98271,-16.571764
2004275000000,39.403267,36.291763,25.343222,-11.5517
2004277000000,35.161163,44.087593,24.77328,-15.52649
2004278000000,47.657978,39.93915,23.758692,-14.356858
2004280000000,51.112347,46.417355,22.274443,-15.61805
2004281000000,51.862343,47.22421,25.059574,-16.908253
2004282000000,50.584187,32.233105,24.939793,-15.264763
2004283000000,53.183323,38.367264,20.109838,-15.4603195
2004284000000,51.4284,38.655533,22.848623,-13.951413
2004285000000,54.62447,32.90129,18.333302,-12.184591
2004286000000,54.493137,44.44449,20.503876,-14.052147
2004287000000,52.38813,44.859592,22.368935,-13.968673
2004288000000,58.111553,39.23488,18.475702,-14.619482
2004289000000,58.33636,44.1981,22.549093,-14.188844
2004292000000,54.96678,33.8514,20.40968,-10.563161
2004293000000,59.013836,38.592243,25.807259,-14.757575
2004295000000,55.73925,54.442986,26.845247,-13.96085
2004296000000,56.08566,56.757565,25.401659,-13.652931
2004298000000,53.222015,58.16238,28.16834,-15.151556
2004299000000,50.842056,62.39767,30.952637,-12.943639
2004300000000,48.811176,51.079758,23.064177,-15.608601
2004301000000,51.039272,45.52268,22.912552,-13.292419
2004307000000,61.727867,51.23521,14.088325,-16.81811
2004308000000,60.341797,46.49304,14.566414,-14.967417
2004310000000,58.851875,51.713474,11.752734,-13.239247
2004311000000,60.675278,53.126385,10.277884,-15.083939
2004312000000,59.9613,57.306316,11.776496,-15.801764
2004313000000,59.325977,58.715076,5.762507,-16.075535
2004320000000,60.344273,41.78086,8.481078,-11.864016
2004321000000,56.938446,43.62523,8.228304,-14.326649
2004323000000,53.31148,40.382042,9.023558,-16.177044
2004328000000,58.05292,60.76761,4.341456,-15.2803335
2004329000000,36.506615,60.69019,29.670994,-16.106915
2004330000000,58.38638,36.545876,2.5110552,-15.1947155
2004331000000,50.220512,35.571083,6.1664157,-11.831302
2004336000000,51.543434,44.0334,2.7913213,-15.351567
2004337000000,51.354427,48.795666,3.765604,-15.007668
2004338000000,54.45097,58.798687,0.9688307,-14.344727
2004339000000,50.434895,54.456856,1.792147,-12.184973
2004343000000,48.28583,48.419247,28.537498,-15.751836
2004344000000,49.63526,45.107994,27.463278,-16.332563
2004345000000,33.508167,40.946636,28.855951,-16.753607
2004346000000,34.128174,45.14327,30.667212,-15.399407
2004348000000,36.85368,35.298313,2.59678,-16.605669
2004349000000,46.115078,38.62353,2.0897312,-15.6949005
2004351000000,45.285652,35.516613,0.8530732,-13.931214
2004353000000,34.224117,61.58985,20.342037,-13.332773
2004355000000,59.43746,33.200226,0.9012364,-15.592442
2004359000000,60.449593,41.538925,13.275205,-15.879254
2004360000000,61.287632,44.032375,6.5495872,-13.781186
2004362000000,60.899742,45.543472,13.301447,-14.198957
2004364000000,31.606287,38.257042,21.883202,-10.809334
2004366000000,31.573854,39.190525,25.53888,-16.654259
2004369000000,32.4962,48.099663,16.900066,-13.507605
2004374000000,35.70241,54.02771,7.6521153,-17.049448
2004376000000,33.31478,51.90303,0.13116919,-15.011835
2004380000000,44.044933,41.939083,18.503315,-15.3331785
2004382000000,48.026154,37.266827,14.406003,-13.458285
2004385000000,42.816803,43.346176,6.9753027,-16.29969
2004388000000,45.17718,35.597523,7.894855,-15.0547905
2004394000000,38.277496,54.134247,9.646506,-9.308557
2004400000000,43.393463,60.643925,17.3167,-14.775032
2004406000000,44.072445,52.595222,29.601078,-16.212116
2004408000000,37.94049,58.75835,30.008228,-15.843447
2004409000000,33.8523,50.907734,29.202435,-12.1965885
2004410000000,34.376324,50.6216,27.16967,-15.282624
2004412000000,46.16961,40.00507,20.075308,-13.917929
2004414000000,47.425793,35.040745,19.484665,-13.688802
2004418000000,40.916363,45.878574,26.210773,-15.799054
2004422000000,52.019665,41.662422,24.56118,-14.830225
2004427000000,61.79693,33.038494,22.603008,-15.416646
2004429000000,56.671204,39.48423,21.978113,-15.35166
2004430000000,46.07885,51.003124,21.825642,-16.245298
2004434000000,60.740643,54.22977,10.087748,-14.57853
2004436000000,57.450672,61.148388,11.909117,-13.493249
2004440000000,51.380383,49.95059,10.356867,-14.87455
2004442000000,49.38717,56.58167,5.0412383,-17.217276
2004444000000,55.25894,61.229477,1.1558003,-16.218796
2004446000000,60.780926,48.044853,4.908812,-16.40751
2004456000000,56.932037,35.72633,7.7536464,-15.715009
2004457000000,35.134598,62.018112,29.639565,-16.35863
2004458000000,57.339947,60.9162,0.4613085,-14.891841
2004459000000,57.591385,60.831856,0.41203004,-14.826975
2004460000000,60.801815,58.79893,2.585287,-16.748999
2004461000000,52.696064,42.27176,0.46388766,-16.496788
2004462000000,51.511005,44.596138,2.8322093,-13.991131
2004464000000,53.195835,51.362694,29.79362,-15.097706
2004465000000,56.929745,36.435894,28.622086,-15.178982
2004467000000,56.897034,33.150726,29.991669,-12.233976
3000000000000,31.543882,18.80163,11.451425,-20.89238
3000000000141,31.502415,18.80329,11.436109,-15.609919
3000000000177,31.514053,18.8345,11.457036,-15.9143095
3000000000215,31.516579,18.824875,11.339096,-15.755234
3000000000248,31.5277,18.788195,11.447083,-18.65746
3000000000306,31.513544,18.777817,11.468986,-16.93848
3000000000351,31.510973,18.798113,11.305049,-15.902787
3000000000384,31.80207,18.911694,11.7050295,-15.959891
3000000000415,31.501966,18.644949,11.532948,-17.028362
3000000000453,31.358057,18.784334,11.2739315,-16.359526
3000000000485,31.405392,18.796421,11.397847,-18.631336
3000000000560,31.776974,18.6788,11.417353,-18.474773
3000000000600,31.563427,18.765408,11.645243,-18.822573
3000001000000,31.469494,27.679047,1.0109888,-21.771803
3000001000104,31.271235,27.565853,0.9824525,-17.400564
3000002000000,31.411123,21.078348,3.3610115,-21.751064
3000002000116,31.323318,20.918882,3.2189672,-18.933935
3000003000000,31.265648,11.174995,16.226763,-21.109465
3000003000099,31.265146,11.182702,16.238382,-17.044811
3000004000000,31.408573,16.91604,22.9642,-20.658466
3000005000000,31.359512,25.946138,1.2579533,-20.50932
3000005000067,31.433624,26.013609,1.2649114,-16.592793
3000006000000,62.45638,11.65644,18.851625,-19.716475
3000007000000,31.275213,20.47901,2.8056676,-19.504948
3000008000000,31.305653,26.239845,22.5234,-18.755554
3000008000032,31.303131,26.219677,22.535738,-16.7064
3000008000067,31.293072,26.283537,22.55218,-17.058893
3000009000000,31.324419,20.330263,3.0658603,-19.58369
3000010000000,62.439674,30.610003,0.52818304,-18.090164
3000010000041,62.455208,30.651825,0.4933022,-17.025085
3000011000000,62.463024,22.725683,27.54383,-18.613325
3000012000000,62.448128,1.3299059,13.78524,-17.426233
3000013000000,62.47733,24.709675,10.253431,-17.729967
3000014000000,31.302643,5.5877504,21.0812,-17.697937
3000015000000,62.46978,1.8240639,10.547885,-16.484114
3000016000000,31.297756,27.79119,6.2475915,-16.682407
3000017000000,62.46958,1.1207666,10.405898,-16.40806
3000018000000,62.476784,6.4041452,12.653886,-16.877602
3000019000000,31.271158,26.258055,4.9062657,-15.703359
3000020000000,62.48093,26.385466,0.65432006,-16.742233
3000021000000,31.294054,16.428509,23.181524,-16.632889
3000023000000,31.29127,22.920084,3.3601646,-16.728567
3000025000000,52.70064,30.880943,30.6149,-21.910643
3000025000225,52.64867,30.803854,30.669817,-16.716694
3000025000255,52.751186,31.151363,30.636719,-17.044985
3000025000287,52.452957,30.949305,30.853832,-15.99658
3000025000320,52.70018,30.891056,30.631468,-16.879667
3000025000360,52.76166,31.17491,30.624245,-12.898363
3000025000366,52.75727,30.77695,30.483803,-21.902142
3000025000530,52.732708,30.765812,30.481367,-16.507797
3000025000571,52.729992,30.678669,30.519876,-16.957346
3000025000614,52.766426,30.800343,30.506077,-17.036999
3000025000653,52.75165,30.810116,30.470823,-18.824963
3000026000000,53.028534,31.1748,26.872103,-21.885859
3000026000102,53.03931,31.189043,26.856071,-14.726056
3000026000135,53.02094,31.202047,26.896881,-15.324404
3000026000168,53.0212,31.089409,26.847826,-18.647703
3000026000203,53.125824,31.164217,26.92302,-18.17244
3000027000000,35.565857,0.17543599,19.80565,-21.244368
3000027000044,35.574863,0.20143661,19.844957,-18.126404
3000027000085,35.549633,0.17210832,19.804176,-20.810022
3000027000176,34.69302,0.2874466,19.249125,-17.14401
3000028000000,33.354454,0.10465179,19.762074,-20.912611
3000028000062,33.343796,0.09937645,19.75103,-18.680319
3000029000000,61.25563,31.16215,1.0570785,-20.22541
3000029000060,61.198875,31.156515,1.0515922,-16.384954
3000030000000,42.28217,31.208172,17.270998,-19.882229
3000031000000,51.1434,0.09721898,20.632439,-19.49307
3000032000000,44.036633,31.229969,11.431232,-17.5755
3000032000040,44.042828,31.211306,11.464196,-16.183542
3000033000000,32.63063,31.173029,23.623472,-18.203722
3000034000000,50.539516,31.147604,13.903894,-17.339394
3000035000000,52.180996,31.226114,31.245277,-17.439684
3000036000000,49.782642,31.22668,15.73758,-16.297478
3000037000000,59.620426,0.010894503,24.001112,-14.796713
3000038000000,32.40497,0.03494829,19.470995,-16.784616
3000039000000,37.249577,0.022392992,13.102852,-13.693206
3000042000000,43.98392,14.842315,13.720044,-23.760048
3000042001900,44.01379,14.791424,13.70178,-15.074766
3000042001941,44.00108,14.764411,13.776464,-17.202223
3000042001981,43.78,14.9608555,13.614144,-15.5159025
3000042002021,44.07909,14.953645,13.607095,-15.618653
3000042002059,43.792084,14.934297,13.643559,-16.917177
3000042002100,44.097874,14.67953,13.825827,-16.857227
3000042002145,44.14601,14.729372,13.709927,-16.07887
3000042002188,43.977154,14.856857,13.68558,-14.818673
3000042002255,44.21913,14.722033,13.809332,-17.328154
3000042002300,44.16086,14.810117,13.543608,-13.452323
3000042002334,44.071304,14.966944,13.757733,-15.210841
3000042002371,43.978783,14.893832,13.669174,-17.718647
3000042002417,44.574673,14.101294,14.025704,-14.64174
3000042002448,43.526997,15.406125,13.726387,-14.704814
3000042002481,43.96354,15.138249,13.959226,-17.700588
3000042002533,44.15186,14.799545,13.580715,-16.54239
3000042002568,43.930107,14.784693,13.692762,-16.717936
3000042002611,44.380177,14.469472,13.649896,-18.396042
3000042002654,43.652653,15.5785885,13.028563,-15.869198
3000042002688,44.0337,14.622894,14.032981,-14.974555
3000042002719,43.52225,15.240977,13.099146,-16.754055
3000042002760,44.323727,14.95301,13.5494,-17.319326
3000042002803,43.953583,14.989638,13.595943,-16.46915
3000042002844,43.911556,14.805842,13.58061,-16.331656
3000042002877,43.99152,14.789611,13.721464,-17.188402
3000042002918,43.146156,14.916911,12.892205,-14.547494
3000042002947,43.916878,13.958981,13.267258,-15.207652
3000042002976,44.29099,14.462901,13.61121,-16.969496
3000042003019,44.55253,14.262556,13.953697,-16.58805
3000042003047,44.045017,14.782723,13.66268,-18.144161
3000042003099,44.047504,14.613246,13.628798,-18.009573
3000042003169,43.3588,15.733434,13.090023,-15.581231
3000042003231,43.855743,14.764871,13.2344885,-14.7646
3000042003260,44.1153,15.24218,13.133555,-16.069538
3000042003298,44.46833,14.66543,13.90161,-15.467119
3000042003336,44.26961,14.901835,14.469195,-19.872524
3000042003400,44.24635,13.962584,14.430911,-15.179229
3000042003426,45.040478,14.327776,13.662326,-14.577963
3000042003451,43.793396,14.860374,13.999353,-16.457699
3000042003487,44.288033,14.9591,13.569449,-17.698187
3000042003527,44.313847,14.455136,13.809672,-17.803345
3000042003573,43.97364,14.469405,13.762749,-17.909271
3000042003613,43.75329,15.150144,13.534136,-17.233238
3000042003657,44.48145,14.35244,13.506797,-15.232667
3000042003729,43.90784,14.920574,13.654091,-16.250032
3000042003768,44.588444,14.469321,13.543409,-14.863322
3000042003800,44.503624,14.116768,13.89622,-16.654205
3000042003873,44.168747,15.082051,13.952964,-13.906723
3000042003898,44.33253,14.992486,13.723361,-15.114265
3000042003924,44.45064,14.84775,13.947517,-18.484797
3000042003981,43.581036,16.469276,13.285328,-14.281862
3000042004011,43.99349,15.168515,13.575305,-16.323912
3000042004043,44.12766,14.816977,14.049799,-13.199806
3000042004070,44.026226,14.745727,13.551509,-14.884841
3000042004096,43.768883,15.064574,13.525226,-16.21937
3000042004119,43.87125,15.527489,13.65761,-16.641186
3000042004152,43.766563,15.088544,13.606672,-15.613407
3000042004177,44.183098,14.66551,14.260028,-19.713127
3000042004256,43.969097,14.89078,13.754937,-19.216778
3000042004315,43.95671,14.426373,14.287529,-12.308693
3000042004341,44.018127,14.7848,13.730046,-21.355543
3000042004503,43.613625,15.641369,13.452993,-14.752814
3000042004540,43.805912,14.847319,13.80198,-14.117621
3000042004574,43.952255,14.845649,13.705105,-15.622801
3000042004611,43.768375,15.068418,13.715085,-14.759353
3000042004680,43.780045,15.17682,13.8103895,-17.36215
3000042004722,43.40087,15.435026,12.981553,-15.846438
3000042004762,44.022923,15.171232,13.306081,-15.903173
3000042004798,43.99844,14.854472,13.741557,-17.77308
3000042004846,44.312775,14.093836,13.885545,-16.936687
3000042004882,43.899395,14.885942,13.673708,-20.963512
3000042005028,43.972576,15.047594,13.837084,-17.990417
3000042005081,44.28507,15.193494,13.22392,-20.248034
3000042005124,44.014492,14.793933,13.735551,-21.884594
3000042005393,43.937565,15.187252,13.838823,-16.406689
3000042005436,43.923496,15.0492525,13.747008,-16.953608
3000042005477,44.261845,14.483846,13.99631,-18.49045
3000042005519,44.018787,14.974696,13.708045,-16.675608
3000042005556,44.040524,14.7989025,13.795256,-17.497784
3000042005602,44.004177,14.906246,13.478763,-17.645124
3000042005659,43.12247,15.726847,12.626293,-15.762253
3000042005696,44.002815,15.1374655,13.624686,-14.093016
3000042005725,44.255955,14.364994,13.943272,-16.771715
3000042005759,43.972477,14.987508,13.722332,-16.597778
3000042005796,43.393497,15.667694,12.577604,-16.537186
3000042005835,43.25668,15.485119,12.751562,-16.241827
3000042005865,44.135056,14.8946705,13.771174,-18.77377
3000042005921,44.00614,14.892971,13.67475,-18.841768
3000042005991,43.52161,16.092897,13.541719,-15.858845
3000042006018,44.01291,15.039399,13.58786,-11.94181
3000042006038,44.1643,14.210895,13.471068,-17.396778
3000042006078,43.831562,14.5243025,13.650986,-16.945559
3000042006117,44.450134,14.8208475,14.661048,-17.06037
3000042006157,44.4276,14.528912,13.614823,-18.903318
3000042006222,43.463127,14.708658,13.571773,-17.968105
3000042006272,43.928642,14.721629,13.754408,-18.637651
3000042006332,43.69817,14.54263,12.80478,-15.451441
3000042006362,43.574814,14.813458,13.884066,-15.207698
3000042006386,44.504883,14.7372675,14.098838,-14.1537285
3000042006405,43.17909,15.542195,14.101654,-14.4970255
3000042006427,43.947304,15.055881,13.184583,-18.674248
3000042006477,44.199688,14.90984,13.563088,-16.154894
3000042006508,44.202057,15.936606,13.576574,-16.45986
3000042006546,43.97059,15.087213,13.706779,-19.033985
3000042006607,43.482002,15.322426,13.773802,-18.348919
3000042006650,44.825356,15.064966,14.505307,-16.19103
3000042006688,43.62593,15.897407,13.000882,-14.100007
3000042006708,44.087166,14.208197,13.657061,-19.22382
3000042006750,43.709663,14.850214,13.843231,-17.197262
3000042006790,43.99343,14.819688,13.691203,-21.564276
3000042006935,44.095104,14.756022,13.372345,-16.329262
3000042006969,44.147884,14.563137,13.990896,-18.461758
3000042007012,44.77505,14.405444,13.293557,-15.7831745
3000042007059,43.60735,14.79017,13.440841,-15.993839
3000042007095,44.38686,14.543289,13.966568,-17.336294
3000042007122,44.337227,14.459935,13.386061,-14.68494
3000042007140,43.983368,15.358303,14.134719,-16.292383
3000042007176,44.28053,14.757231,13.74731,-18.99717
3000042007221,43.61529,14.561914,13.985008,-15.846111
3000042007250,43.62471,14.871464,13.675296,-15.324673
3000042007282,44.80313,14.655531,13.918827,-16.04164
3000042007315,43.635387,14.620729,13.651556,-18.667208
3000042007361,45.526024,16.11596,14.350263,-15.295515
3000042007397,44.193596,14.201435,11.953373,-12.988517
3000042007415,44.688248,13.243387,14.4185095,-15.8154335
3000042007436,42.89527,16.043663,13.365538,-16.108656
3000042007470,44.688038,14.372519,12.399897,-17.489475
3000042007508,43.50217,15.6113205,13.470026,-16.875463
3000042007542,43.968857,14.787725,13.30772,-19.85693
3000042007635,43.666725,15.572819,12.885147,-15.535646
3000042007669,44.226875,14.854172,13.947596,-17.677252
3000042007710,44.578968,12.835815,14.147373,-15.905548
3000042007742,44.059208,15.511914,12.766179,-17.19246
3000042007781,44.19653,13.329927,14.543133,-15.577227
3000042007808,44.434902,14.828222,13.913347,-17.724274
3000042007844,43.165195,14.550109,13.264933,-16.413294
3000042007878,44.19162,14.839445,13.736698,-17.672424
3000042007916,43.380287,16.032726,12.262003,-16.026642
3000042007938,43.332905,15.787557,12.14737,-16.303623
3000042007957,43.926777,14.949641,13.532919,-19.041937
3000042008004,44.153744,13.949386,14.042866,-19.32076
3000042008072,42.974262,15.720917,12.970683,-15.802248
3000042008103,43.792572,15.115973,13.682994,-16.36894
3000042008136,43.754616,15.623914,12.76846,-16.57237
3000042008163,44.875347,13.590102,14.403242,-16.235281
3000042008191,45.44748,15.399223,12.295692,-15.030936
3000042008218,43.70412,15.084848,13.7060585,-22.805037
3000042008902,44.053204,14.623537,13.765757,-17.035656
3000042008943,43.90397,14.834657,13.392306,-15.642878
3000042008974,44.142323,13.739134,15.190291,-15.727078
3000042009003,44.54932,14.3616495,14.254135,-15.688194
3000042009041,44.840538,13.298434,15.006024,-15.62331
3000042009074,44.518307,13.855689,15.070107,-16.380882
3000042009107,43.904736,15.094813,13.440974,-16.008127
3000042009140,43.89852,15.064848,13.6048155,-18.458607
3000042009198,43.930233,14.828016,13.304268,-16.055868
3000042009237,44.060093,14.702927,13.827075,-17.774221
3000042009288,44.086124,14.898853,13.236662,-15.728435
3000042009321,44.15811,14.18415,14.834513,-14.100289
3000042009346,43.938564,14.463431,13.702375,-16.946844
3000042009386,44.114655,15.173417,13.467452,-18.26325
3000042009427,44.284424,14.829403,14.3453455,-17.050512
3000042009468,44.33293,14.319004,14.801237,-16.164055
3000042009505,43.891914,14.917272,13.808826,-16.002014
3000042009564,44.07125,15.024707,13.766863,-16.037828
3000042009590,45.216587,14.576695,14.708809,-15.148116
3000042009618,43.696045,14.246968,15.113892,-16.015644
3000042009655,43.67898,14.587484,13.460344,-15.087835
3000042009682,43.832783,14.089173,14.711781,-14.128169
3000042009706,43.700703,15.150468,13.878725,-18.9582
3000042009788,44.73606,16.430618,13.3455105,-14.859991
3000042009811,44.20092,14.335935,15.364685,-15.514923
3000042009841,43.038563,15.51271,13.639178,-17.65313
3000042009903,42.504074,15.162165,13.018127,-16.673971
3000042009938,44.94653,13.533696,14.544842,-16.205315
3000042009968,43.527584,15.875117,13.782777,-17.09436
3000042010011,43.545776,15.193058,12.496943,-15.788617
3000042010041,44.577312,13.553041,14.726022,-18.391363
3000042010088,44.221275,14.724066,13.993534,-18.123175
3000042010133,43.430367,15.47318,12.703854,-16.554491
3000042010156,43.981396,14.216599,14.686044,-16.670244
3000042010184,44.104057,14.757169,13.374898,-14.978517
3000042010197,43.04079,14.155632,12.716517,-15.429877
3000042010218,44.115505,13.652339,13.582443,-17.579048
3000042010256,44.232864,14.785622,13.578107,-17.087635
3000042010300,43.730873,15.370734,12.560676,-15.338657
3000042010327,44.831802,14.98196,14.014948,-15.024901
3000042010353,42.892647,15.091991,13.753112,-16.97492
3000042010390,44.269535,13.4695635,13.470651,-15.781281
3000042010419,43.99452,15.892754,14.399666,-16.395422
3000042010452,43.661304,14.526059,13.541454,-17.673952
3000042010489,44.255997,13.710308,13.469129,-16.17691
3000042010510,44.426975,14.651798,12.679003,-16.572159
3000042010529,44.43747,15.30225,14.065482,-17.07381
3000042010578,43.960587,15.215019,13.494594,-15.894524
3000042010608,43.94442,14.947026,13.523005,-14.322322
3000042010624,44.482468,15.299831,14.217368,-15.520358
3000042010650,44.007225,15.84989,12.514519,-17.599602
3000042010683,44.907303,14.60402,13.578259,-15.61194
3000042010716,44.14877,13.65059,13.623928,-17.673283
3000042010749,44.39787,15.299608,13.961019,-15.652252
3000042010773,44.324528,15.010349,14.159983,-19.056509
3000042010826,43.284508,14.943701,13.383043,-16.283602
3000042010860,44.536644,14.212556,13.325147,-17.343727
3000042010874,43.052887,15.148343,14.139234,-15.802819
3000042010903,43.912327,14.269543,13.123625,-16.410858
3000042010945,44.052814,14.606325,14.268694,-19.010607
3000042010994,43.62847,14.837144,14.379909,-17.014866
3000042011025,43.620235,14.8108635,14.442072,-18.784023
3000042011064,43.4584,15.004759,13.845608,-17.501934
3000042011102,44.01433,14.619085,13.443562,-17.817808
3000042011147,44.968693,13.610704,13.696465,-17.817322
3000042011188,43.914486,15.329424,13.874123,-14.714643
3000042011201,44.28825,14.737383,13.501641,-16.48902
3000042011234,44.039593,14.252069,13.617322,-17.198647
3000042011273,44.232697,14.87661,14.493173,-16.86033
3000042011286,43.909084,14.935845,13.692042,-21.691029
3000042011523,44.86252,14.542527,14.1985235,-15.34625
3000042011598,43.88237,14.866405,13.727536,-14.705094
3000042011634,44.036263,14.802338,13.796255,-17.128237
3000042011675,44.168415,15.124238,13.854439,-17.750183
3000042011714,43.67397,14.553626,14.21993,-16.94525
3000042011737,44.33364,13.770022,14.977555,-17.229223
3000042011771,43.800343,14.909741,13.65765,-20.92002
3000042012056,44.47153,14.260642,12.707809,-14.949008
3000042012094,43.979,15.100961,13.655916,-16.3319
3000042012130,44.178856,15.086378,13.736247,-15.03246
3000042012166,43.811962,14.72831,13.849177,-15.885803
3000042012270,43.772537,15.130154,13.518565,-16.709835
3000042012313,42.754387,15.254223,13.12043,-16.25206
3000042012353,44.290302,14.408922,12.817422,-17.588238
3000042012405,44.11768,14.75911,13.855623,-15.281033
3000042012438,44.37976,15.050815,12.933579,-16.14823
3000042012476,43.963245,14.848849,13.921771,-18.556904
3000042012545,43.99544,14.992333,13.557578,-17.854216
3000042012583,43.633804,14.760505,13.670126,-19.883818
3000042012651,43.62269,14.725355,13.67043,-19.325686
3000042012708,43.74644,15.057256,13.741624,-20.110712
3000042012758,43.59774,14.108997,13.463526,-21.058556
3000042012886,43.629852,14.121196,13.444509,-17.97493
3000042012921,43.448597,14.095011,13.518193,-17.581038
3000042012953,45.152,13.694706,14.258603,-21.114138
3000042013099,45.12925,13.88738,14.094205,-19.2839
3000042013165,44.14876,14.005683,13.602697,-22.136244
3000042013351,43.98199,14.243529,14.754412,-21.188938
3000042013479,45.491947,13.536433,14.07375,-20.817837
3000042013563,44.29603,15.088026,13.919521,-21.06296
3000042013693,44.364044,15.306462,14.048086,-20.48812
3000042013783,44.124893,14.730581,13.748701,-22.672007
3000042014223,43.934837,14.579341,13.677974,-15.765683
3000042014262,44.04522,15.043655,13.595291,-17.986034
3000042014315,43.867687,14.655284,13.747552,-12.003954
3000042014392,43.957806,15.316247,13.812043,-15.647412
3000042014428,44.042034,15.084746,13.334342,-17.253624
3000042014472,44.62706,13.829888,14.184349,-16.592243
3000042014516,43.97521,14.844522,13.701573,-15.455012
3000042014547,44.006504,14.70103,13.673733,-16.090378
3000042014583,45.961025,15.824619,13.620863,-15.372097
3000042014613,43.727802,15.604008,13.758748,-17.150654
3000042014650,44.233044,15.487813,13.702348,-16.218033
3000042014688,45.887302,14.025987,13.282191,-16.59156
3000042014733,45.347946,14.407606,13.97666,-16.089773
3000042014771,44.100933,14.784234,13.91661,-18.257463
3000042014821,45.16744,13.299575,13.754044,-15.641445
3000042014861,44.177036,14.672401,13.669716,-17.617336
3000042014915,44.71144,13.785158,13.812376,-18.07067
3000042014958,44.192657,14.714622,13.765713,-21.024633
3000042015086,44.330254,14.4875765,12.700911,-20.055277
3000042015175,44.73209,14.779202,14.673619,-21.297266
3000042015286,45.11003,14.352927,14.738439,-18.042198
3000042015350,44.496666,15.028819,12.9274025,-20.301416
3000042015422,45.351254,14.396699,12.961176,-15.86595
3000042015459,44.54007,14.352267,14.303718,-21.410332
3000042015614,43.262882,15.584273,12.999665,-15.785507
3000042015652,45.303783,13.831251,13.976746,-19.69007
3000042015721,44.13186,15.00737,13.714659,-20.646553
3000042015793,43.602077,14.347728,13.004875,-20.633434
3000042015852,44.01489,15.245545,13.435918,-20.486439
3000042015915,44.60571,13.60468,14.027193,-19.161592
3000042015976,44.410736,14.829232,13.092266,-19.446457
3000042016020,44.18713,15.039668,13.931837,-20.035683
3000042016086,44.63149,14.227514,15.083385,-19.857199
3000042016166,44.551945,13.874474,13.792176,-18.729635
3000042016202,44.42725,13.6209755,14.707568,-19.647507
3000042016294,44.37269,14.951009,14.261484,-20.10589
3000042016399,44.074287,14.057978,14.212277,-18.721607
3000042016454,45.222366,14.091008,13.766288,-19.443254
3000042016500,43.86395,14.861889,14.13207,-19.697653
3000042016544,44.841057,13.763723,14.543608,-19.473904
3000042016616,44.772552,13.836596,14.497241,-18.043728
3000042016646,44.051456,15.243542,14.03313,-20.315533
3000042016767,43.88911,15.166345,14.230452,-15.10602
3000042016794,44.034035,14.102978,13.995936,-19.626978
