galaxyID,x,y,z,mag_r
2001207,27.262218,29.745369,8.99058,-15.6827345
2001245,27.473959,29.981182,9.261344,-17.985727
2001297,27.564413,29.99454,8.9519825,-14.1611595
2001332,27.367517,29.960726,9.194049,-16.412647
2001370,27.333723,29.871283,9.202137,-14.818974
2001404,27.408737,29.936543,9.170292,-16.28565
2001439,27.487717,29.919575,9.135424,-17.451748
2001486,27.439634,29.881718,9.150701,-18.04077
2001530,27.222036,29.891602,9.122898,-15.337299
2001567,27.51718,29.950603,8.965829,-15.747293
2001608,27.394085,30.00974,9.170656,-16.38297
2001649,27.446405,30.098488,9.225777,-14.963419
2001680,27.093344,30.185358,9.777891,-14.511513
2001709,27.000555,29.917463,9.355341,-16.109295
2001751,27.399458,29.856268,9.180016,-17.834946
2001795,26.855127,29.907516,8.820015,-15.532179
2001831,27.252642,29.999928,9.1907425,-13.270015
2001860,26.917448,30.189209,9.091311,-13.979708
2001888,27.2539,30.34391,9.110429,-17.637331
2001930,27.449823,29.82238,9.186164,-17.321438
2001972,27.313265,29.704168,9.35478,-16.618681
2002009,27.056587,29.891243,9.431634,-15.852764
2002045,27.632078,29.690428,9.762693,-15.082784
2002078,27.008024,29.716362,9.393821,-16.421522
2002107,28.0495,29.66268,9.059287,-15.230926
2002133,27.724176,29.887465,9.3600025,-15.570832
2002167,26.788977,29.465096,9.232956,-16.160446
2002229,27.342632,29.778465,9.214758,-18.884686
2002275,27.524551,29.85189,9.242207,-19.26897
2002324,27.07548,30.06807,9.023788,-15.6376095
2002354,27.575401,29.975573,9.089377,-14.222871
2002428,26.980696,30.028038,9.092968,-15.639817
2002461,27.527943,29.807236,9.149768,-16.156445
2002500,27.045687,29.899015,9.332949,-15.282463
2002536,27.458752,29.780682,8.784567,-17.500858
2002578,27.165836,29.820477,9.081867,-17.328196
2002618,27.24925,29.757772,9.296262,-19.594893
2002679,27.198568,30.189657,8.888249,-18.030819
2002722,26.342928,29.420416,9.045095,-14.942006
2002749,27.691298,29.955608,8.971274,-16.269472
2002785,26.960651,29.474707,9.543518,-16.404686
2002820,27.481483,29.839666,9.061226,-18.181978
2002864,27.507414,29.812025,9.356846,-16.48814
2002901,27.56804,30.210382,9.27509,-16.004675
2002936,28.04149,28.786367,8.977224,-16.64919
2002972,26.913275,29.196342,9.421309,-17.213678
2003007,27.427366,29.812435,9.174358,-18.671068
2003051,28.016825,29.372131,8.175495,-13.363481
2003074,27.94612,28.914007,9.104633,-14.795504
2003103,27.930527,30.20713,8.840093,-16.167105
2003128,27.567562,30.047962,9.023195,-18.550142
2003187,27.628368,30.23748,8.607549,-14.1726
2003212,27.920456,29.39317,8.944889,-16.479403
2003238,27.11742,29.926313,9.137792,-19.609192
2003356,27.594664,29.29768,10.057738,-16.465698
2003385,27.476526,29.871,9.006982,-19.07419
2003427,27.4786,29.891108,9.149439,-20.868837
2003607,28.868015,30.10162,9.287236,-15.890373
2003650,28.633442,29.904814,8.975907,-14.779754
2003689,29.272936,30.077036,9.14943,-12.933288
2003725,27.37371,29.865547,9.22145,-15.930577
2003765,27.258818,29.71543,9.398381,-15.208788
2003799,27.541489,29.657738,9.044615,-17.870953
2003845,28.037563,29.668322,9.73382,-16.434763
2003882,27.533236,29.649288,9.504026,-17.67218
2003922,28.723324,29.900373,9.40023,-20.100723
2004009,27.044548,29.99211,10.0428915,-16.874681
2004042,27.192308,29.930485,9.209018,-17.756163
2004090,27.274956,29.877949,9.189812,-18.857563
2004140,27.97195,29.754232,9.037071,-14.037999
2004158,27.381332,29.434204,8.439524,-17.373024
2004203,27.958858,29.900555,8.800137,-22.129433
2004475,27.879402,29.660696,8.871448,-15.685794
2004510,27.599163,29.835117,8.995153,-17.04984
2004567,27.227995,29.982868,9.651115,-19.774822
2004611,27.404669,29.450214,8.926687,-19.612425
2004671,27.28729,29.730314,9.38041,-19.987957
2004757,27.293318,30.266378,9.617477,-17.68812
2004793,27.05817,30.10159,9.722426,-19.633156
2004838,26.671537,30.09477,9.239109,-18.256935
2004893,27.28838,30.03977,9.345136,-18.29716
2004937,27.419107,29.734678,8.91299,-17.275621
2004972,27.97624,30.292965,8.810664,-18.012993
2005015,27.927124,29.516182,9.428095,-18.456953
2005052,26.794846,29.061079,9.369271,-17.152214
2005083,26.833092,29.265242,9.544771,-19.39449
2005131,26.52909,30.099892,9.083013,-18.603056
2005180,26.861576,29.424843,10.250317,-17.571749
2005219,26.911608,30.417568,9.506101,-19.142408
2005260,27.94895,28.91669,9.106753,-13.1843815
2005267,27.58387,29.27984,10.061157,-17.108948
3000000,9.782806,30.610786,23.194923,-22.54721
3000715,9.767681,30.66102,23.132828,-16.06832
3000759,9.7008295,30.523909,23.191298,-14.968344
3000796,9.578358,30.626177,22.9837,-15.733838
3000834,9.757155,30.602558,23.116196,-15.780817
3000874,9.799866,30.56982,23.136457,-15.182559
3000945,9.558263,30.56093,23.121252,-15.865902
3000979,10.004866,30.634287,23.197428,-15.13351
3001019,9.644422,30.574354,23.12832,-15.730527
3001054,9.617838,30.489643,22.99581,-14.620495
3001087,9.840409,30.490068,23.103655,-16.531157
3001130,9.621773,30.668562,23.232077,-16.578812
3001168,9.886846,30.582493,22.938824,-18.831951
3001216,9.940723,30.400236,23.29606,-15.246028
3001251,9.811438,30.509417,23.06266,-14.09181
3001281,9.906102,30.349924,23.29009,-15.90452
3001318,9.500851,30.375156,23.045631,-15.695013
3001350,9.651562,30.652527,23.186153,-17.168642
3001388,10.179848,30.380672,23.800306,-13.861009
3001418,9.845524,30.615997,23.246044,-20.193537
3001486,9.9691105,30.603079,23.089468,-17.839088
3001527,9.574249,30.619305,22.851387,-8.63875
3001555,10.105211,30.474838,23.35547,-13.689127
3001582,9.528381,30.535406,23.037605,-17.804523
3001627,10.226961,30.863033,23.153496,-16.49902
3001659,9.84852,30.579153,23.38921,-17.392498
3001706,9.617533,30.79606,23.259247,-18.557331
3001752,10.369917,30.588186,23.012335,-17.264795
3001795,9.8443165,30.483799,23.116392,-15.097854
3001820,9.917848,30.385126,23.279573,-16.179163
3001850,10.195853,30.666971,23.463161,-16.788122
3001889,9.460885,30.525185,23.203522,-14.128375
3001914,9.481443,30.549154,23.185755,-17.37978
3001947,9.496708,29.999517,23.034641,-13.239499
3001987,9.812177,30.358765,23.29391,-16.153877
3002025,9.813712,30.619514,23.224566,-14.995788
3002063,9.756379,30.752256,23.077833,-13.775684
3002099,9.857756,30.637762,22.871319,-15.04443
3002165,9.7792635,30.586153,22.904095,-16.19393
3002202,9.740595,30.7324,23.23283,-17.821619
3002256,9.696786,30.77352,23.101948,-19.03989
3002326,10.013341,30.6487,22.919903,-15.807573
3002359,9.69518,30.753496,23.327639,-15.612786
3002391,9.701554,31.001595,23.47063,-16.177124
3002425,9.873069,30.50526,23.332186,-14.387256
3002468,9.606406,30.861057,23.262547,-16.4095
3002499,9.412389,30.846735,23.15188,-16.55717
3002536,10.280164,30.654495,23.054234,-13.824777
3002557,9.575142,30.7466,23.077978,-15.379438
3002575,9.625689,30.459064,23.167162,-18.798933
3002631,9.67714,31.061476,23.350529,-13.619894
3002656,11.061339,31.046015,23.397343,-16.426044
3002688,9.6972685,30.31181,23.228128,-16.929846
3002726,9.739998,30.619715,23.274427,-18.8041
3002796,9.387041,30.590858,23.213469,-17.489365
3002832,9.8588705,30.749453,23.231333,-20.544376
3002956,9.895701,30.855047,23.224762,-19.695738
3003033,9.480921,31.139168,22.659714,-13.102064
3003057,10.158581,30.270079,22.760393,-15.826257
3003084,9.4003,30.1115,22.653677,-14.873805
3003104,10.426728,30.358099,22.158554,-16.447514
3003137,9.016559,30.370329,23.407366,-15.000682
3003161,9.927491,30.820827,23.204975,-16.851395
3003198,10.139339,30.100931,23.592056,-15.269077
3003209,9.770381,30.897173,23.523855,-19.054039
3003266,10.159827,30.685644,23.334103,-19.906328
3003334,9.804867,30.61548,23.209597,-21.772032
3003551,9.768034,30.909496,23.368483,-15.723679
3003587,9.9088335,30.446867,23.158556,-13.906675
3003619,9.832421,30.949434,23.304794,-15.955731
3003656,9.468541,29.758194,22.788033,-15.658027
3003692,9.397236,30.119743,22.654737,-16.712173
3003734,9.788616,30.491331,23.029785,-17.313213
3003772,9.624547,30.678535,23.211422,-18.013802
3003818,9.402833,29.572655,23.108187,-17.112562
3003854,9.69131,30.75836,23.11744,-17.294119
3003897,9.998993,30.928818,23.48534,-15.523269
3003913,9.866522,30.537802,23.219324,-16.97259
3003934,8.987865,30.28024,23.04875,-17.255848
3003968,10.226245,30.971228,23.266178,-21.00713
3004070,9.868302,30.375765,22.740675,-20.862434
3004158,9.513455,30.165417,23.275969,-18.764057
3004202,9.572428,30.488153,22.724773,-19.600279
3004276,9.361044,30.147118,23.57742,-18.413935
3004324,9.618665,31.029068,22.88531,-20.063522
3004396,9.739521,30.114264,23.098349,-17.447393
3004430,9.749111,30.114058,23.096361,-16.42924
3004459,9.636735,30.451702,23.455004,-19.211706
3004511,10.2010765,30.825115,23.273703,-18.538828
3004552,9.991414,30.199238,23.198704,-17.844913
3004587,9.342349,30.164865,23.288614,-17.815336
3004618,9.575301,30.684525,23.517586,-17.903406
3004656,9.6871195,30.514538,23.230043,-19.858461
3004708,9.14704,30.248428,23.012335,-19.295023
3004751,10.096706,30.97174,23.562378,-19.415348
3004826,9.820253,30.567698,22.85038,-19.503494
3004879,10.114203,30.409315,22.967577,-16.997618
3004917,9.350874,30.766562,23.656422,-17.376938
3004951,9.750162,29.9877,22.46062,-17.03806
3004988,10.77597,31.27862,23.125643,-19.376768
3005035,10.248788,29.985928,23.002747,-17.664343
3005073,8.661295,31.354269,23.122208,-20.503078
4000000,19.81724,24.840963,21.851301,-22.171707
4000446,20.055096,24.755552,21.965069,-16.90073
4000491,19.983833,24.463509,21.922194,-17.562325
4000535,19.519993,24.49474,22.193165,-13.797359
4000562,19.98033,24.521774,21.619999,-16.262508
4000603,19.884712,24.926947,21.92494,-14.554309
4000639,19.828617,24.847008,21.853672,-18.82263
4000687,19.92193,24.835878,21.856796,-15.193353
4000725,19.78861,24.84181,22.107948,-18.792538
4000765,19.844181,24.8724,22.452972,-16.052902
4000802,19.523914,24.896397,22.025114,-16.31517
4000836,19.930622,25.072739,22.57264,-13.662739
4000854,19.944723,24.541592,22.101038,-17.285618
4000910,19.761024,24.796253,21.64669,-17.742054
4000949,19.920647,24.89691,21.864231,-22.723587
4001390,19.875328,24.914173,21.936386,-15.509527
4001427,19.931116,24.934105,21.750149,-16.490944
4001462,19.898531,24.852262,21.875353,-17.355625
4001511,20.15493,24.917622,22.272766,-14.161071
4001537,19.917233,24.882643,21.819511,-14.603415
4001571,19.849905,24.80535,21.881222,-15.231875
4001597,19.757326,25.030407,21.734735,-15.462439
4001626,19.801762,24.756973,21.83274,-16.310047
4001657,19.966124,24.827316,21.770111,-16.970947
4001721,20.179605,24.789722,22.454603,-16.369919
4001759,19.905619,24.950642,21.871231,-18.570072
4001799,19.964645,24.94123,21.824997,-20.067142
4001885,19.629028,24.049751,21.895086,-15.817746
4001920,19.946115,24.91595,21.852701,-21.37341
4002072,19.970276,24.879137,21.908775,-16.32191
4002108,19.99735,25.125093,21.709316,-18.482998
4002170,19.783983,25.003815,21.765615,-19.171806
4002215,19.836105,24.677378,21.48285,-16.736658
4002251,19.936653,24.738447,21.734547,-18.780102
4002318,20.281084,24.911396,21.662775,-15.008779
4002341,19.190073,24.840809,22.038788,-17.36506
4002378,19.938148,24.886059,21.830317,-18.36018
4002442,19.68573,24.536625,22.028555,-18.346495
4002501,19.809052,24.836655,21.817503,-17.803661
4002540,19.695026,24.823078,21.849184,-21.480938
4002821,19.807983,25.090305,21.768883,-16.019667
4002861,19.963469,25.26548,21.398798,-15.708365
4002898,19.698479,24.8246,21.89678,-16.827045
4002971,19.805277,24.996391,21.719873,-16.735765
4003007,19.62018,24.868881,21.629791,-16.906406
4003047,19.873035,24.731579,22.054033,-18.212746
4003089,19.531818,25.055563,21.82567,-19.892176
4003177,19.49401,24.800013,21.336416,-20.162334
4003248,19.290384,24.800394,21.055866,-15.497013
4003279,19.88662,24.827166,21.933657,-20.225931
4003339,20.122576,24.865108,22.284952,-18.894354
4003378,19.778263,25.014244,21.1949,-18.568775
4003416,19.78263,25.237764,21.916481,-18.1963
4003467,19.575169,24.829313,21.806234,-18.74844
4003508,19.414179,24.823723,22.089628,-16.586487
4003529,19.56935,24.772398,21.643637,-17.426178
4003569,19.958933,24.766485,22.49776,-17.658115
4003613,20.08721,25.483875,21.973452,-19.540623
4003658,19.633823,25.14894,21.276073,-19.277067
4003704,20.419708,25.238077,21.641056,-17.637539
4003740,20.14479,25.482426,21.697412,-18.41416
5000000,7.457952,30.220419,22.63634,-22.804739
5000727,7.4326134,30.145237,22.532385,-17.354418
5000767,7.5244274,30.24014,22.61345,-15.165439
5000804,7.5349426,30.188004,22.668007,-17.071095
5000846,7.4255934,30.255198,22.586075,-19.11148
5000898,7.469291,30.129297,22.651667,-16.66114
5000939,7.428722,30.176481,22.644402,-17.024197
5000980,7.5250306,30.277954,22.653513,-18.797173
